latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
20.56239,78.93146,245.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m (°C),relative_humidity_2m (%),rain (mm),wind_direction_10m (°),wind_gusts_10m (km/h),surface_pressure (hPa),precipitation (mm)
2024-02-23T14:00,31.1,27,0.00,225,20.5,982.9,0.00
2024-02-23T15:00,30.9,27,0.00,247,21.6,982.4,0.00
2024-02-23T16:00,30.4,27,0.00,266,22.0,982.5,0.00
2024-02-23T17:00,29.4,30,0.00,297,21.6,982.9,0.00
2024-02-23T18:00,26.8,38,0.00,315,14.8,982.7,0.00
2024-02-23T19:00,26.4,38,0.00,336,15.1,982.8,0.00
2024-02-23T20:00,24.5,45,0.00,24,14.4,983.3,0.00
2024-02-23T21:00,23.7,48,0.00,6,8.3,983.9,0.00
2024-02-23T22:00,23.2,49,0.00,8,7.6,984.1,0.00
2024-02-23T23:00,22.2,52,0.00,347,12.6,984.4,0.00
2024-02-24T00:00,21.2,55,0.00,323,17.6,983.9,0.00
2024-02-24T01:00,21.2,50,0.00,358,20.5,983.7,0.00
2024-02-24T02:00,20.7,47,0.00,22,20.9,983.3,0.00
2024-02-24T03:00,20.1,48,0.00,33,19.1,982.8,0.00
2024-02-24T04:00,19.6,49,0.00,28,19.4,982.8,0.00
2024-02-24T05:00,19.2,49,0.00,22,20.5,983.4,0.00
2024-02-24T06:00,20.0,49,0.00,21,21.2,983.8,0.00
2024-02-24T07:00,20.7,48,0.00,30,20.9,984.9,0.00
2024-02-24T08:00,23.1,42,0.00,27,23.0,985.9,0.00
2024-02-24T09:00,26.0,36,0.00,28,24.8,987.0,0.00
2024-02-24T10:00,28.7,32,0.00,39,25.6,986.5,0.00
2024-02-24T11:00,30.7,29,0.00,35,25.6,985.9,0.00
2024-02-24T12:00,31.8,26,0.00,32,24.5,984.8,0.00
2024-02-24T13:00,32.4,25,0.00,360,19.8,983.7,0.00
2024-02-24T14:00,32.8,24,0.00,270,16.9,982.6,0.00
2024-02-24T15:00,32.7,23,0.00,266,23.0,981.9,0.00
2024-02-24T16:00,32.0,24,0.00,279,25.2,982.1,0.00
2024-02-24T17:00,31.0,25,0.00,299,24.8,982.4,0.00
2024-02-24T18:00,29.0,28,0.00,300,24.1,982.7,0.00
2024-02-24T19:00,27.4,30,0.00,311,22.3,983.0,0.00
2024-02-24T20:00,26.1,32,0.00,335,13.7,983.6,0.00
2024-02-24T21:00,25.8,33,0.00,339,17.6,983.9,0.00
2024-02-24T22:00,24.9,35,0.00,329,23.8,984.4,0.00
2024-02-24T23:00,24.3,32,0.00,340,27.0,984.2,0.00
2024-02-25T00:00,23.2,35,0.00,355,21.6,984.3,0.00
2024-02-25T01:00,21.8,40,0.00,74,14.4,984.1,0.00
2024-02-25T02:00,20.6,46,0.00,72,9.4,983.3,0.00
2024-02-25T03:00,20.6,45,0.00,45,11.5,983.0,0.00
2024-02-25T04:00,20.1,46,0.00,41,13.7,983.0,0.00
2024-02-25T05:00,19.7,46,0.00,12,14.4,983.1,0.00
2024-02-25T06:00,20.3,46,0.00,2,20.2,984.0,0.00
2024-02-25T07:00,21.3,43,0.00,41,22.7,985.4,0.00
2024-02-25T08:00,23.5,40,0.00,33,22.7,986.5,0.00
2024-02-25T09:00,26.3,40,0.00,37,29.2,986.5,0.00
2024-02-25T10:00,28.8,39,0.00,60,28.8,986.2,0.00
2024-02-25T11:00,30.7,35,0.00,62,29.2,985.7,0.00
2024-02-25T12:00,31.9,32,0.00,56,28.8,984.6,0.00
2024-02-25T13:00,32.8,30,0.00,50,27.0,983.7,0.00
2024-02-25T14:00,33.2,29,0.00,54,23.8,982.8,0.00
2024-02-25T15:00,33.3,29,0.00,41,20.5,982.1,0.00
2024-02-25T16:00,33.0,29,0.00,29,20.2,982.0,0.00
2024-02-25T17:00,31.8,31,0.00,37,19.4,982.4,0.00
2024-02-25T18:00,29.5,33,0.00,93,12.6,982.5,0.00
2024-02-25T19:00,28.2,36,0.00,100,21.2,983.5,0.00
2024-02-25T20:00,27.3,42,0.00,81,21.2,984.4,0.00
2024-02-25T21:00,26.4,47,0.00,88,19.1,984.9,0.00
2024-02-25T22:00,26.1,48,0.00,117,24.1,985.1,0.00
2024-02-25T23:00,25.5,54,0.00,122,24.1,985.0,0.00
2024-02-26T00:00,24.8,62,0.00,123,24.5,984.6,0.00
2024-02-26T01:00,24.1,68,0.00,138,23.8,983.9,0.00
2024-02-26T02:00,23.7,71,0.00,114,22.3,983.5,0.00
2024-02-26T03:00,22.9,75,0.00,63,14.8,983.4,0.00
2024-02-26T04:00,22.4,77,0.00,57,13.0,983.6,0.00
2024-02-26T05:00,22.0,78,0.00,58,15.8,984.3,0.00
2024-02-26T06:00,21.8,85,1.30,360,24.5,985.3,1.30
2024-02-26T07:00,21.3,90,1.00,34,32.0,986.3,1.00
2024-02-26T08:00,22.8,84,0.00,65,24.5,987.5,0.00
2024-02-26T09:00,25.6,70,0.00,92,27.4,988.2,0.00
2024-02-26T10:00,28.0,63,0.00,120,32.0,988.1,0.00
2024-02-26T11:00,28.8,61,0.00,126,31.0,987.5,0.00
2024-02-26T12:00,29.9,59,0.10,127,30.6,986.7,0.10
2024-02-26T13:00,27.1,65,1.70,107,31.0,985.4,1.70
2024-02-26T14:00,24.7,76,2.30,165,36.0,985.3,2.30
2024-02-26T15:00,25.9,72,0.00,76,17.6,984.3,0.00
2024-02-26T16:00,27.0,66,0.00,70,15.1,984.0,0.00
2024-02-26T17:00,27.4,64,0.00,70,14.0,983.9,0.00
2024-02-26T18:00,28.0,52,0.00,214,20.2,983.7,0.00
2024-02-26T19:00,27.5,53,0.00,167,9.0,984.4,0.00
2024-02-26T20:00,28.3,49,0.00,83,9.0,985.5,0.00
2024-02-26T21:00,25.1,70,1.50,29,13.3,986.3,1.50
2024-02-26T22:00,23.6,81,1.00,69,24.1,986.6,1.00
2024-02-26T23:00,23.1,86,0.00,76,16.6,986.6,0.00
2024-02-27T00:00,22.1,88,1.90,85,28.4,986.4,1.90
2024-02-27T01:00,21.7,91,1.10,4,21.6,986.8,1.10
2024-02-27T02:00,21.8,91,0.00,14,8.3,986.3,0.00
2024-02-27T03:00,21.1,95,0.10,66,23.4,985.5,0.10
2024-02-27T04:00,21.0,96,0.00,22,8.3,986.3,0.00
2024-02-27T05:00,21.0,97,0.00,90,8.6,986.4,0.00
2024-02-27T06:00,21.9,91,0.10,186,10.1,986.9,0.10
2024-02-27T07:00,22.3,90,0.10,121,10.1,987.7,0.10
2024-02-27T08:00,24.0,79,0.00,76,15.8,988.5,0.00
2024-02-27T09:00,26.1,68,0.00,51,20.5,989.3,0.00
2024-02-27T10:00,27.4,63,0.00,27,20.5,989.5,0.00
2024-02-27T11:00,27.4,63,0.00,144,16.6,988.4,0.00
2024-02-27T12:00,29.4,54,0.00,243,15.8,987.4,0.00
2024-02-27T13:00,30.4,49,0.00,240,18.0,986.1,0.00
2024-02-27T14:00,31.9,43,0.00,228,23.4,984.8,0.00
2024-02-27T15:00,31.5,44,0.00,248,24.5,984.1,0.00
2024-02-27T16:00,31.2,44,0.00,268,23.8,983.7,0.00
2024-02-27T17:00,30.3,44,0.00,284,20.2,983.9,0.00
2024-02-27T18:00,30.2,36,0.00,337,18.0,983.3,0.00
2024-02-27T19:00,29.1,40,0.00,339,20.9,984.0,0.00
2024-02-27T20:00,28.2,39,0.00,350,21.2,984.8,0.00
2024-02-27T21:00,27.2,42,0.00,357,24.8,985.5,0.00
2024-02-27T22:00,26.0,57,0.00,11,38.5,986.2,0.00
2024-02-27T23:00,25.2,61,0.00,19,35.3,986.1,0.00
2024-02-28T00:00,24.5,63,0.00,52,22.7,986.1,0.00
2024-02-28T01:00,23.8,66,0.00,80,10.1,985.7,0.00
2024-02-28T02:00,23.3,68,0.00,66,9.0,985.2,0.00
2024-02-28T03:00,22.7,70,0.00,90,7.9,984.9,0.00
2024-02-28T04:00,22.2,73,0.00,131,8.3,985.0,0.00
2024-02-28T05:00,21.5,76,0.00,120,6.8,985.1,0.00
2024-02-28T06:00,21.7,73,0.00,117,8.3,986.3,0.00
2024-02-28T07:00,22.8,68,0.00,24,13.0,987.4,0.00
2024-02-28T08:00,25.0,60,0.00,37,15.8,988.3,0.00
2024-02-28T09:00,27.0,55,0.00,34,15.5,989.0,0.00
2024-02-28T10:00,29.4,48,0.00,65,18.7,988.5,0.00
2024-02-28T11:00,31.3,41,0.00,63,18.7,987.7,0.00
2024-02-28T12:00,32.5,37,0.00,360,18.4,986.3,0.00
2024-02-28T13:00,33.5,35,0.00,336,17.6,984.7,0.00
2024-02-28T14:00,33.6,34,0.00,312,18.7,984.1,0.00
2024-02-28T15:00,33.1,34,0.00,303,18.7,983.4,0.00
2024-02-28T16:00,32.7,34,0.00,308,18.4,983.2,0.00
2024-02-28T17:00,31.9,35,0.00,305,17.3,983.3,0.00
2024-02-28T18:00,30.3,29,0.00,343,17.3,982.1,0.00
2024-02-28T19:00,31.7,25,0.00,14,11.2,983.0,0.00
2024-02-28T20:00,28.0,33,0.00,357,9.0,984.0,0.00
2024-02-28T21:00,27.6,37,0.00,127,9.7,984.6,0.00
2024-02-28T22:00,25.4,44,0.00,360,6.5,984.9,0.00
2024-02-28T23:00,25.4,44,0.00,48,21.2,985.1,0.00
2024-02-29T00:00,24.9,45,0.00,49,23.4,984.7,0.00
2024-02-29T01:00,23.9,49,0.00,24,19.8,984.3,0.00
2024-02-29T02:00,23.1,54,0.00,43,19.8,983.8,0.00
2024-02-29T03:00,22.4,59,0.00,60,15.5,983.6,0.00
2024-02-29T04:00,21.8,62,0.00,104,12.2,983.5,0.00
2024-02-29T05:00,21.7,63,0.00,80,14.0,983.8,0.00
2024-02-29T06:00,22.2,69,0.00,23,15.5,984.8,0.00
2024-02-29T07:00,23.0,65,0.00,20,24.5,986.1,0.00
2024-02-29T08:00,25.3,55,0.00,34,25.2,987.3,0.00
2024-02-29T09:00,29.3,42,0.00,53,29.2,988.0,0.00
2024-02-29T10:00,31.5,38,0.00,71,31.0,988.0,0.00
2024-02-29T11:00,33.1,35,0.00,90,30.6,987.4,0.00
2024-02-29T12:00,34.2,29,0.00,118,26.3,986.2,0.00
2024-02-29T13:00,34.7,23,0.00,146,23.0,985.1,0.00
2024-02-29T14:00,35.2,21,0.00,169,16.6,984.0,0.00
2024-02-29T15:00,35.3,20,0.00,297,13.3,983.4,0.00
2024-02-29T16:00,35.2,19,0.00,324,16.2,983.3,0.00
2024-02-29T17:00,33.8,22,0.00,323,25.6,983.5,0.00
2024-02-29T18:00,30.4,23,0.00,142,9.4,983.4,0.00
2024-02-29T19:00,29.6,25,0.00,137,14.0,984.1,0.00
2024-02-29T20:00,27.7,29,0.00,115,13.7,984.8,0.00
2024-02-29T21:00,26.2,32,0.00,117,11.9,985.0,0.00
2024-02-29T22:00,25.2,33,0.00,287,12.2,985.5,0.00
2024-02-29T23:00,24.5,38,0.00,289,15.1,985.4,0.00
2024-03-01T00:00,24.5,37,0.00,350,13.3,985.5,0.00
2024-03-01T01:00,22.8,47,0.00,356,14.0,985.1,0.00
2024-03-01T02:00,23.6,43,0.00,13,12.6,984.8,0.00
2024-03-01T03:00,23.5,45,0.00,38,19.4,984.4,0.00
2024-03-01T04:00,22.7,48,0.00,67,19.4,984.7,0.00
2024-03-01T05:00,22.4,48,0.00,62,16.2,985.0,0.00
2024-03-01T06:00,22.1,59,0.00,24,10.8,985.7,0.00
2024-03-01T07:00,22.9,57,0.00,2,19.8,986.8,0.00
2024-03-01T08:00,26.0,49,0.00,39,21.2,988.0,0.00
2024-03-01T09:00,29.7,37,0.00,71,24.1,988.6,0.00
2024-03-01T10:00,32.0,31,0.00,84,24.1,988.3,0.00
2024-03-01T11:00,33.8,29,0.00,114,20.5,987.7,0.00
2024-03-01T12:00,35.4,23,0.00,143,16.6,986.3,0.00
2024-03-01T13:00,36.4,17,0.00,333,14.8,985.3,0.00
2024-03-01T14:00,36.6,16,0.00,344,14.4,984.0,0.00
2024-03-01T15:00,36.7,16,0.00,336,15.5,983.2,0.00
2024-03-01T16:00,36.2,17,0.00,345,17.3,982.8,0.00
2024-03-01T17:00,34.6,19,0.00,351,20.2,983.0,0.00
2024-03-01T18:00,31.0,20,0.00,47,11.9,981.6,0.00
2024-03-01T19:00,30.9,20,0.00,60,14.8,982.5,0.00
2024-03-01T20:00,29.3,22,0.00,37,14.4,983.7,0.00
2024-03-01T21:00,27.6,27,0.00,82,12.6,984.5,0.00
2024-03-01T22:00,28.2,23,0.00,172,13.3,984.6,0.00
2024-03-01T23:00,26.9,26,0.00,307,14.0,984.1,0.00
2024-03-02T00:00,25.1,31,0.00,171,9.0,984.7,0.00
2024-03-02T01:00,24.2,31,0.00,360,8.3,983.9,0.00
2024-03-02T02:00,24.1,31,0.00,346,10.4,982.9,0.00
2024-03-02T03:00,23.9,33,0.00,291,10.1,983.0,0.00
2024-03-02T04:00,24.0,36,0.00,5,14.4,983.4,0.00
2024-03-02T05:00,23.8,35,0.00,115,9.0,983.9,0.00
2024-03-02T06:00,24.6,39,0.00,284,15.8,984.6,0.00
2024-03-02T07:00,25.9,37,0.00,319,22.7,985.7,0.00
2024-03-02T08:00,27.8,34,0.00,86,20.9,987.0,0.00
2024-03-02T09:00,30.4,31,0.00,31,19.1,987.5,0.00
2024-03-02T10:00,31.1,34,0.00,24,27.0,987.3,0.00
2024-03-02T11:00,32.6,32,0.00,41,32.8,986.6,0.00
2024-03-02T12:00,33.4,31,0.00,57,33.8,985.3,0.00
2024-03-02T13:00,34.6,28,0.00,133,25.2,983.8,0.00
2024-03-02T14:00,34.9,26,0.00,170,27.4,982.6,0.00
2024-03-02T15:00,34.4,27,0.00,197,26.6,981.8,0.00
2024-03-02T16:00,33.9,29,0.00,208,25.6,981.5,0.00
2024-03-02T17:00,28.5,49,0.00,292,38.2,982.7,0.00
2024-03-02T18:00,32.3,27,0.00,251,27.7,981.4,0.00
2024-03-02T19:00,30.9,32,0.00,137,12.2,981.3,0.00
2024-03-02T20:00,29.0,36,0.00,185,9.7,982.3,0.00
2024-03-02T21:00,28.6,36,0.00,308,16.6,982.9,0.00
2024-03-02T22:00,26.5,45,0.00,44,20.2,983.2,0.00
2024-03-02T23:00,25.7,49,0.00,101,19.4,983.1,0.00
2024-03-03T00:00,27.0,42,0.00,139,19.8,983.1,0.00
2024-03-03T01:00,25.7,46,0.00,175,11.5,982.5,0.00
2024-03-03T02:00,25.5,46,0.00,287,11.9,982.0,0.00
2024-03-03T03:00,24.6,53,0.00,297,22.7,982.2,0.00
2024-03-03T04:00,23.4,60,0.00,232,17.3,982.2,0.00
2024-03-03T05:00,22.9,60,0.00,322,13.0,982.8,0.00
2024-03-03T06:00,23.8,63,0.00,327,15.5,983.2,0.00
2024-03-03T07:00,24.3,63,0.00,353,19.1,983.8,0.00
2024-03-03T08:00,27.1,54,0.00,30,22.3,984.6,0.00
2024-03-03T09:00,29.5,45,0.00,357,23.4,985.3,0.00
2024-03-03T10:00,31.5,38,0.00,323,24.8,985.3,0.00
2024-03-03T11:00,33.2,30,0.00,313,31.7,984.8,0.00
2024-03-03T12:00,34.1,27,0.00,290,34.6,983.7,0.00
2024-03-03T13:00,34.5,25,0.00,281,35.6,982.8,0.00
2024-03-03T14:00,34.6,25,0.00,271,34.6,981.6,0.00
2024-03-03T15:00,34.0,24,0.00,263,41.0,981.2,0.00
2024-03-03T16:00,33.0,27,0.00,262,41.4,981.3,0.00
2024-03-03T17:00,31.7,35,0.00,275,36.0,981.6,0.00
2024-03-03T18:00,30.7,37,0.00,287,28.4,981.8,0.00
2024-03-03T19:00,29.1,46,0.00,296,31.7,982.3,0.00
2024-03-03T20:00,27.9,52,0.00,310,27.0,983.1,0.00
2024-03-03T21:00,27.0,53,0.00,324,25.2,983.4,0.00
2024-03-03T22:00,25.6,57,0.00,4,14.4,983.5,0.00
2024-03-03T23:00,24.9,60,0.00,39,8.3,983.4,0.00
2024-03-04T00:00,25.0,57,0.00,341,10.4,983.3,0.00
2024-03-04T01:00,24.4,59,0.00,340,14.0,982.9,0.00
2024-03-04T02:00,23.8,61,0.00,339,17.6,982.6,0.00
2024-03-04T03:00,23.3,62,0.00,337,17.3,982.5,0.00
2024-03-04T04:00,22.5,67,0.00,337,14.4,983.0,0.00
2024-03-04T05:00,21.5,71,0.00,151,6.5,983.7,0.00
2024-03-04T06:00,23.3,65,0.00,311,5.4,984.6,0.00
2024-03-04T07:00,24.6,60,0.00,332,12.6,985.8,0.00
2024-03-04T08:00,26.2,49,0.00,357,16.2,986.6,0.00
2024-03-04T09:00,27.9,39,0.00,348,27.4,986.8,0.00
2024-03-04T10:00,29.6,32,0.00,342,31.7,986.7,0.00
2024-03-04T11:00,31.1,29,0.00,334,31.7,986.4,0.00
2024-03-04T12:00,32.1,28,0.00,321,28.8,985.7,0.00
2024-03-04T13:00,33.0,27,0.00,310,27.4,984.5,0.00
2024-03-04T14:00,33.4,27,0.00,295,27.0,983.4,0.00
2024-03-04T15:00,33.3,25,0.00,290,27.7,982.9,0.00
2024-03-04T16:00,32.8,22,0.00,293,28.1,982.7,0.00
2024-03-04T17:00,31.8,17,0.00,303,28.4,983.0,0.00
2024-03-04T18:00,30.4,29,0.00,294,15.8,982.5,0.00
2024-03-04T19:00,29.1,27,0.00,297,18.4,983.3,0.00
2024-03-04T20:00,27.8,29,0.00,295,22.3,984.2,0.00
2024-03-04T21:00,27.0,31,0.00,304,28.8,984.9,0.00
2024-03-04T22:00,25.6,36,0.00,328,31.0,985.5,0.00
2024-03-04T23:00,24.5,35,0.00,359,30.2,985.5,0.00
2024-03-05T00:00,23.6,34,0.00,13,31.0,985.3,0.00
2024-03-05T01:00,22.6,38,0.00,18,24.5,985.1,0.00
2024-03-05T02:00,21.9,40,0.00,16,23.8,984.7,0.00
2024-03-05T03:00,21.3,40,0.00,22,23.4,984.6,0.00
2024-03-05T04:00,20.7,39,0.00,32,19.8,984.8,0.00
2024-03-05T05:00,20.4,37,0.00,26,16.2,985.0,0.00
2024-03-05T06:00,21.4,34,0.00,5,20.9,985.6,0.00
2024-03-05T07:00,22.3,36,0.00,13,25.2,986.2,0.00
2024-03-05T08:00,24.5,36,0.00,23,30.6,987.0,0.00
2024-03-05T09:00,27.3,35,0.00,35,30.6,988.0,0.00
2024-03-05T10:00,30.1,31,0.00,39,28.4,987.8,0.00
2024-03-05T11:00,32.1,29,0.00,53,28.4,986.9,0.00
2024-03-05T12:00,33.4,27,0.00,73,24.8,985.6,0.00
2024-03-05T13:00,34.2,26,0.00,96,20.9,984.2,0.00
2024-03-05T14:00,34.8,25,0.00,186,16.9,982.9,0.00
2024-03-05T15:00,35.0,23,0.00,222,16.9,982.0,0.00
2024-03-05T16:00,35.0,22,0.00,263,16.6,981.8,0.00
2024-03-05T17:00,33.8,23,0.00,279,18.7,982.0,0.00
2024-03-05T18:00,31.3,24,0.00,332,17.6,982.1,0.00
2024-03-05T19:00,29.9,27,0.00,337,16.6,982.7,0.00
2024-03-05T20:00,29.1,27,0.00,352,22.0,983.3,0.00
2024-03-05T21:00,28.0,28,0.00,348,21.2,983.5,0.00
2024-03-05T22:00,27.1,31,0.00,8,23.4,983.7,0.00
2024-03-05T23:00,26.1,33,0.00,16,29.9,983.8,0.00
2024-03-06T00:00,24.7,39,0.00,28,29.9,983.6,0.00
2024-03-06T01:00,23.8,42,0.00,56,25.6,983.7,0.00
2024-03-06T02:00,23.8,43,0.00,49,14.0,984.2,0.00
2024-03-06T03:00,22.8,45,0.00,3,13.7,983.8,0.00
2024-03-06T04:00,22.4,46,0.00,57,16.6,983.9,0.00
2024-03-06T05:00,23.1,43,0.00,46,22.3,984.1,0.00
2024-03-06T06:00,22.7,44,0.00,22,23.0,984.4,0.00
2024-03-06T07:00,23.5,43,0.00,21,21.6,985.9,0.00
2024-03-06T08:00,25.9,39,0.00,35,23.4,986.6,0.00
2024-03-06T09:00,28.8,34,0.00,48,23.4,987.0,0.00
2024-03-06T10:00,31.2,32,0.00,54,23.8,986.7,0.00
2024-03-06T11:00,33.1,31,0.00,79,22.7,985.8,0.00
2024-03-06T12:00,34.5,30,0.00,218,17.6,984.2,0.00
2024-03-06T13:00,35.7,27,0.00,231,24.5,982.7,0.00
2024-03-06T14:00,36.4,24,0.00,246,29.9,981.4,0.00
2024-03-06T15:00,36.1,22,0.00,264,33.1,980.5,0.00
2024-03-06T16:00,35.2,23,0.00,266,32.8,980.4,0.00
2024-03-06T17:00,34.5,24,0.00,252,32.4,980.4,0.00
2024-03-06T18:00,33.1,22,0.00,233,25.6,981.0,0.00
2024-03-06T19:00,31.4,24,0.00,265,25.2,981.6,0.00
2024-03-06T20:00,29.7,27,0.00,310,20.9,982.1,0.00
2024-03-06T21:00,28.8,27,0.00,327,25.6,983.1,0.00
2024-03-06T22:00,27.9,27,0.00,335,25.9,983.4,0.00
2024-03-06T23:00,26.8,32,0.00,346,26.6,983.1,0.00
2024-03-07T00:00,25.7,36,0.00,360,20.2,983.2,0.00
2024-03-07T01:00,24.4,42,0.00,39,14.0,982.7,0.00
2024-03-07T02:00,24.4,45,0.00,333,8.3,982.5,0.00
2024-03-07T03:00,23.6,46,0.00,6,7.9,982.2,0.00
2024-03-07T04:00,22.9,45,0.00,354,10.1,982.2,0.00
2024-03-07T05:00,22.0,47,0.00,349,19.1,982.6,0.00
2024-03-07T06:00,22.1,49,0.00,356,18.0,983.7,0.00
2024-03-07T07:00,23.1,46,0.00,5,18.0,984.8,0.00
2024-03-07T08:00,25.4,39,0.00,17,22.7,985.6,0.00
2024-03-07T09:00,28.1,33,0.00,11,24.1,986.2,0.00
2024-03-07T10:00,31.2,26,0.00,15,25.6,986.3,0.00
2024-03-07T11:00,33.6,20,0.00,21,26.6,985.5,0.00
2024-03-07T12:00,34.9,16,0.00,2,26.6,984.3,0.00
2024-03-07T13:00,35.7,14,0.00,342,25.2,982.9,0.00
2024-03-07T14:00,36.0,13,0.00,315,23.4,981.5,0.00
2024-03-07T15:00,35.9,13,0.00,288,24.8,980.9,0.00
2024-03-07T16:00,35.2,14,0.00,280,27.4,981.1,0.00
2024-03-07T17:00,33.9,15,0.00,279,27.0,981.3,0.00
2024-03-07T18:00,31.5,20,0.00,304,16.9,981.5,0.00
2024-03-07T19:00,28.3,28,0.00,291,14.0,982.2,0.00
2024-03-07T20:00,28.4,27,0.00,296,15.8,983.5,0.00
2024-03-07T21:00,27.4,30,0.00,296,19.1,984.2,0.00
2024-03-07T22:00,26.9,31,0.00,342,25.2,985.1,0.00
2024-03-07T23:00,26.4,31,0.00,6,25.9,984.8,0.00
2024-03-08T00:00,25.6,33,0.00,9,25.6,984.0,0.00
2024-03-08T01:00,24.7,35,0.00,10,23.4,983.6,0.00
2024-03-08T02:00,23.8,37,0.00,22,22.0,983.1,0.00
2024-03-08T03:00,23.0,39,0.00,31,19.8,983.1,0.00
2024-03-08T04:00,22.4,41,0.00,47,17.6,983.4,0.00
2024-03-08T05:00,21.9,42,0.00,45,17.3,984.0,0.00
2024-03-08T06:00,22.8,38,0.00,18,17.3,984.6,0.00
2024-03-08T07:00,23.8,37,0.00,14,19.8,985.8,0.00
2024-03-08T08:00,26.5,32,0.00,31,22.0,987.0,0.00
2024-03-08T09:00,29.2,28,0.00,52,24.8,987.4,0.00
2024-03-08T10:00,31.8,24,0.00,68,26.6,987.2,0.00
2024-03-08T11:00,33.7,21,0.00,81,27.0,986.3,0.00
2024-03-08T12:00,34.7,18,0.00,79,24.8,984.9,0.00
2024-03-08T13:00,35.5,17,0.00,291,17.3,983.9,0.00
2024-03-08T14:00,36.1,15,0.00,293,25.6,982.6,0.00
2024-03-08T15:00,35.7,15,0.00,301,35.3,982.1,0.00
2024-03-08T16:00,35.0,15,0.00,299,35.6,982.0,0.00
2024-03-08T17:00,33.9,16,0.00,297,30.6,982.3,0.00
2024-03-08T18:00,32.2,14,0.00,277,24.5,981.9,0.00
2024-03-08T19:00,31.3,16,0.00,286,36.4,982.9,0.00
2024-03-08T20:00,29.6,18,0.00,315,36.4,983.9,0.00
2024-03-08T21:00,26.9,22,0.00,345,22.0,984.6,0.00
2024-03-08T22:00,25.5,25,0.00,326,14.4,985.1,0.00
2024-03-08T23:00,24.8,28,0.00,342,15.8,985.2,0.00
2024-03-09T00:00,24.1,32,0.00,23,15.5,984.9,0.00
2024-03-09T01:00,23.4,36,0.00,27,19.1,984.5,0.00
2024-03-09T02:00,22.9,40,0.00,28,20.9,983.7,0.00
2024-03-09T03:00,22.4,42,0.00,28,21.2,983.5,0.00
2024-03-09T04:00,22.0,43,0.00,31,22.0,983.9,0.00
2024-03-09T05:00,21.5,43,0.00,45,21.6,984.5,0.00
2024-03-09T06:00,22.0,38,0.00,37,14.4,984.8,0.00
2024-03-09T07:00,23.4,36,0.00,27,20.2,986.0,0.00
2024-03-09T08:00,26.0,31,0.00,48,21.2,987.5,0.00
2024-03-09T09:00,28.7,26,0.00,67,25.6,987.9,0.00
2024-03-09T10:00,31.3,22,0.00,70,28.4,987.4,0.00
2024-03-09T11:00,33.5,20,0.00,86,28.8,986.5,0.00
2024-03-09T12:00,34.9,19,0.00,106,27.7,985.1,0.00
2024-03-09T13:00,35.8,17,0.00,104,23.4,983.8,0.00
2024-03-09T14:00,36.3,15,0.00,270,16.2,982.8,0.00
2024-03-09T15:00,36.5,15,0.00,270,21.6,982.2,0.00
2024-03-09T16:00,35.6,15,0.00,284,27.7,982.3,0.00
2024-03-09T17:00,34.4,17,0.00,303,27.7,982.6,0.00
2024-03-09T18:00,33.0,19,0.00,280,26.6,982.3,0.00
2024-03-09T19:00,31.5,20,0.00,301,25.6,983.2,0.00
2024-03-09T20:00,30.7,22,0.00,314,29.2,983.9,0.00
2024-03-09T21:00,29.4,24,0.00,340,29.5,984.5,0.00
2024-03-09T22:00,27.5,27,0.00,18,20.5,984.9,0.00
2024-03-09T23:00,24.9,34,0.00,26,13.7,984.7,0.00
2024-03-10T00:00,25.5,30,0.00,2,11.9,984.5,0.00
2024-03-10T01:00,25.1,32,0.00,26,21.6,983.7,0.00
2024-03-10T02:00,23.8,35,0.00,45,18.4,983.2,0.00
2024-03-10T03:00,22.2,41,0.00,61,10.4,983.5,0.00
2024-03-10T04:00,22.3,39,0.00,59,13.0,983.8,0.00
2024-03-10T05:00,22.1,39,0.00,40,16.2,984.1,0.00
2024-03-10T06:00,22.4,52,0.00,357,15.1,985.1,0.00
2024-03-10T07:00,23.7,51,0.00,28,19.8,985.8,0.00
2024-03-10T08:00,27.0,44,0.00,56,20.5,986.7,0.00
2024-03-10T09:00,30.6,34,0.00,88,24.8,987.4,0.00
2024-03-10T10:00,32.9,28,0.00,129,28.1,987.4,0.00
2024-03-10T11:00,34.9,23,0.00,180,24.8,987.0,0.00
2024-03-10T12:00,36.2,19,0.00,227,23.8,986.0,0.00
2024-03-10T13:00,36.9,17,0.00,245,26.6,984.9,0.00
2024-03-10T14:00,37.1,16,0.00,267,28.1,984.0,0.00
2024-03-10T15:00,36.8,18,0.00,277,32.4,983.3,0.00
2024-03-10T16:00,36.4,18,0.00,287,32.8,983.2,0.00
2024-03-10T17:00,35.6,18,0.00,301,28.1,983.5,0.00
2024-03-10T18:00,34.1,22,0.00,317,26.3,983.0,0.00
2024-03-10T19:00,32.7,25,0.00,345,24.1,983.8,0.00
2024-03-10T20:00,30.0,31,0.00,93,9.0,984.9,0.00
2024-03-10T21:00,30.4,29,0.00,78,14.4,985.9,0.00
2024-03-10T22:00,29.7,30,0.00,54,15.5,986.5,0.00
2024-03-10T23:00,28.9,35,0.00,112,10.8,986.5,0.00
2024-03-11T00:00,27.9,44,0.00,142,11.9,986.0,0.00
